"figure_id","page_url","component_type","source_data_file","caption_text"
"fig-inventors-first-time-share","/chapters/inv-serial-new/","PWLineChart","chapter5/first_time_inventors.json","The figure displays the percentage of patents each year listing at least one inventor who has not appeared on a prior patent. The downward trend suggests a growing concentration of patenting activity among experienced, repeat inventors."
"fig-inventors-segment-shares","/chapters/inv-serial-new/","PWBarChart","chapter5/first_time_inventors.json","The figure compares the share of total patents produced by each inventor segment against the share of inventors in that segment. The data demonstrate extreme skewness: single-patent inventors constitute the largest segment by headcount but contrib..."
"fig-inventors-career-survival","/chapters/inv-serial-new/","PWLineChart","chapter5/first_time_inventors.json; chapter5/inventor_entry.json","The figure displays the percentage of inventors remaining active (with at least one additional patent) at each career year, stratified by 5-year entry cohort. The steep initial decline indicates substantial early-career attrition, with only 37-51%..."
"fig-inventors-career-curve","/chapters/inv-serial-new/","PWLineChart","chapter5/inventor_segments.json","The figure presents average patents per year at each career year (years since first patent) for inventors with 5 or more lifetime patents. Productivity rises steeply in the first five career years, then plateaus at 2.1-2.3 patents per year through..."
"fig-inventors-career-duration","/chapters/inv-serial-new/","PWBarChart","chapter5/inventor_segments.json","The figure displays the distribution of career durations (years between first and last patent) for inventors with 5 or more patents. The modal duration falls between 5 and 15 years, though a notable long tail of inventors maintains careers exceedi..."
"fig-quality-exp-fwd-cites","/chapters/inv-serial-new/","PWLineChart","company/comeback_inventors.json","Average forward citations per patent by inventor experience group, 1976-2025. Recent years are affected by citation truncation; 2015 values offer the most reliable comparison. Data: PatentsView."
"fig-quality-exp-claims","/chapters/inv-serial-new/","PWLineChart","company/comeback_inventors.json","The figure compares the average claim count per patent between serial inventors and new entrants. Claim count serves as a proxy for patent breadth."
"fig-quality-exp-scope","/chapters/inv-serial-new/","PWLineChart","company/comeback_inventors.json","The figure compares the average technology scope of patents filed by serial inventors versus new entrants. Scope measures the number of distinct technology classes assigned to each patent."
"fig-quality-exp-originality","/chapters/inv-serial-new/","PWLineChart","company/comeback_inventors.json","The figure compares the average originality score (diversity of backward citation sources) for patents from serial inventors versus new entrants."
"fig-quality-exp-generality","/chapters/inv-serial-new/","PWLineChart","company/comeback_inventors.json","The figure compares the average generality score (diversity of forward citation destinations) for patents from serial inventors versus new entrants."
"fig-quality-exp-self-cite","/chapters/inv-serial-new/","PWLineChart","company/comeback_inventors.json","The figure compares the average self-citation rate (share of backward citations to the same assignee's prior patents) for serial versus new-entrant inventors."
"fig-quality-exp-grant-lag","/chapters/inv-serial-new/","PWLineChart","company/comeback_inventors.json","The figure compares the average grant lag (days from filing to patent grant) for patents by serial inventors and new entrants."
"fig-quality-exp-productivity","/chapters/inv-serial-new/","PWLineChart","company/comeback_inventors.json","The figure compares the average number of patents filed per inventor per year for serial inventors versus new entrants."
"fig-team-size-trend","/chapters/inv-team-size/","PWLineChart","chapter5/team_size_per_year.json","The figure displays three concurrent trends in inventor team composition: average team size per patent, the percentage of solo-inventor patents, and the share of large-team (5+ inventor) patents. The most prominent pattern is the steady rise in av..."
"fig-solo-inventor-trend","/chapters/inv-team-size/","PWLineChart","chapter5/team_size_per_year.json","The figure tracks the annual number of solo-inventor patents alongside their declining share of total patent output. While the absolute number of solo patents has grown modestly, the share has fallen steadily as team-based patents grew far more ra..."
"fig-solo-by-section","/chapters/inv-team-size/","PWBarChart","chapter5/team_size_per_year.json","The figure compares the solo-inventor share across CPC technology sections. Fields requiring complex laboratory or multidisciplinary approaches (such as Chemistry and Electricity) show markedly lower solo rates than traditional mechanical and cons..."
"fig-team-fwd-citations","/chapters/inv-team-size/","PWLineChart","chapter5/solo_inventors_by_section.json","Average forward citations received per patent by team size category, 1976-2024. Recent years are truncated due to citation lag. Data: PatentsView."
"fig-team-claims","/chapters/inv-team-size/","PWLineChart","chapter5/solo_inventors_by_section.json","Average number of claims per patent by team size category, 1976-2024. Larger teams consistently file patents with more claims. Data: PatentsView."
"fig-team-scope","/chapters/inv-team-size/","PWLineChart","chapter5/solo_inventors_by_section.json","Average number of distinct CPC subclasses per patent by team size category, 1976-2024. Higher values indicate broader technological scope. Data: PatentsView."
"fig-team-originality","/chapters/inv-team-size/","PWLineChart","chapter5/solo_inventors_by_section.json","Average originality index (Herfindahl-based dispersion of backward citation technology classes) by team size category, 1976-2024. Data: PatentsView."
"fig-team-generality","/chapters/inv-team-size/","PWLineChart","chapter5/solo_inventors_by_section.json","Average generality index (Herfindahl-based dispersion of forward citation technology classes) by team size category, 1976-2024. Data: PatentsView."
"fig-team-self-citation","/chapters/inv-team-size/","PWLineChart","chapter5/solo_inventors_by_section.json; computed/quality_by_team_size.json","Average self-citation rate (share of backward citations to the same assignee's patents) by team size category, 1976-2024. Data: PatentsView."
"fig-team-grant-lag","/chapters/inv-team-size/","PWLineChart","chapter5/solo_inventors_by_section.json; computed/quality_by_team_size.json","Average number of days from filing to grant by team size category, 1976-2024. Grant lag generally increases with team size. Data: PatentsView."
"fig-team-productivity","/chapters/inv-team-size/","PWLineChart","computed/quality_by_team_size.json","Average number of patents per inventor per year by team size category, 1976-2024. Data: PatentsView."
"fig-team-size-coefficients","/chapters/inv-team-size/","PWCoefficientPlot","chapter5/team_size_per_year.json; computed/quality_by_team_size.json","Each bar represents the marginal effect of team size (relative to solo inventors) on cohort-normalized 5-year forward citations, after absorbing year × CPC section × assignee-size fixed effects. Error bars show 95% confidence intervals with standa..."
"fig-team-size-by-decade","/chapters/inv-team-size/","PWCoefficientPlot","","Each panel shows FWL OLS coefficients estimated separately for each decade. The growing magnitude of the 7+ team coefficient over successive decades indicates that the citation premium for large teams has strengthened over time."
"fig-cross-institutional-rate","/chapters/inv-team-size/","PWLineChart","chapter17/cross_institutional_rate.json; chapter3/team_size_coefficients.json","The figure tracks the annual percentage of granted patents that list inventors associated with more than one assignee type (such as corporation and university). The steady upward trend indicates that cross-institutional collaboration has become an..."
"fig-cross-institutional-by-cpc","/chapters/inv-team-size/","PWBarChart","chapter17/cross_institutional_rate.json","The figure compares the share of cross-institutional patents across CPC technology sections. Chemistry & Metallurgy (Section C) exhibits the highest rate, consistent with the strong university-industry linkages in pharmaceutical and chemical resea..."
"fig-inventors-superstar-concentration","/chapters/inv-top-inventors/","PWLineChart","chapter5/superstar_concentration.json","The figure tracks the percentage of patents each year attributable to the top 1% and top 5% of inventors by cumulative patent count. The upward trend in both series indicates increasing concentration of patent output among a small cohort of repeat..."
"fig-inventors-prolific-ranking","/chapters/inv-top-inventors/","PWLollipopChart","chapter5/superstar_concentration.json; computed/quality_by_inventor_rank.json","The figure ranks inventors by total utility patents granted from 1976 to 2025. The distribution is heavily right-skewed, with the top-ranked inventors holding thousands of patents each, predominantly in electronics and semiconductor fields."
"fig-inventors-citation-impact","/chapters/inv-top-inventors/","PWBarChart","","The figure presents the average and median forward citations per patent for the top 100 highest-citation inventors among prolific filers, limited to patents granted through 2020. The data reveal substantial variation in citation impact, with some ..."
"fig-productivity-by-rank","/chapters/inv-top-inventors/","PWLineChart","chapter5/star_inventor_impact.json; computed/quality_by_inventor_rank.json","Average number of patents per inventor per year, comparing top-ranked inventors (top 12% by cumulative patent count, the computation threshold for the quality-by-rank analysis) to all others, 1976-2025. Data: PatentsView."
"fig-top-inv-fwd-citations","/chapters/inv-top-inventors/","PWLineChart","chapter5/star_inventor_impact.json","Average forward citations per patent by inventor rank, 1976-2025. Recent years are affected by citation truncation; 2015 values offer the most reliable comparison. Data: PatentsView."
"fig-top-inv-claims","/chapters/inv-top-inventors/","PWLineChart","chapter5/star_inventor_impact.json","Average number of claims per patent by inventor rank, 1976-2024. Higher claim counts may reflect broader patent scope or more complex inventions. Data: PatentsView."
"fig-top-inv-scope","/chapters/inv-top-inventors/","PWLineChart","chapter5/star_inventor_impact.json","Average number of distinct CPC subclasses per patent by inventor rank, 1976-2024. A higher scope indicates broader technological coverage within a single patent. Data: PatentsView."
"fig-top-inv-originality","/chapters/inv-top-inventors/","PWLineChart","chapter5/star_inventor_impact.json","Average originality index (Herfindahl-based diversity of backward citation sources) per patent by inventor rank, 1976-2024. Higher values indicate citations drawn from more diverse technology classes. Data: PatentsView."
"fig-top-inv-generality","/chapters/inv-top-inventors/","PWLineChart","chapter5/star_inventor_impact.json","Average generality index (Herfindahl-based diversity of forward citation recipients) per patent by inventor rank, 1976-2024. Higher values indicate that a patent's influence spans more diverse technology fields. Data: PatentsView."
"fig-top-inv-self-citation","/chapters/inv-top-inventors/","PWLineChart","chapter5/star_inventor_impact.json","Average share of backward citations that reference the same assignee's prior patents, by inventor rank, 1976-2024. Higher self-citation rates among top inventors may reflect deeper corporate patent portfolios. Data: PatentsView."
"fig-top-inv-grant-lag","/chapters/inv-top-inventors/","PWLineChart","chapter5/star_inventor_impact.json","Average number of days between patent filing and grant by inventor rank, 1976-2024. The convergence in grant lag suggests that prosecution timelines are driven more by USPTO capacity than inventor characteristics. Data: PatentsView."
"fig-examiner-inventor-overlap","/chapters/inv-top-inventors/","DataTable","","The table reports the number of unique names found in both the patent examiner and inventor records. Because name matching does not use disambiguated identifiers, this figure represents an upper bound that likely includes false positives from comm..."
"fig-multi-type-inventors","/chapters/inv-top-inventors/","PWBarChart","","The figure displays the percentage of inventors who have filed patents under more than one assignee type over their career, grouped by career length (number of patents). Multi-type patenting is negligible among single-patent inventors but rises to..."
"fig-mech-geo-intl-collaboration","/chapters/mech-geography/","PWLineChart","chapter7/intl_collaboration.json","The figure displays the annual count and percentage of patents listing inventors from two or more countries. International co-invention has increased from 1.0% of all patents in 1976 to 10.0% by 2025 (through September), with the most rapid growth..."
"fig-mech-geo-co-invention-rates","/chapters/mech-geography/","PWLineChart","chapter22/citation_localization.json; chapter7/intl_collaboration.json","Share of US patents co-invented with each partner country, 1976-2025. A co-invented patent includes at least one inventor in the US and at least one in the partner country. US-China co-invention has grown substantially since China's WTO accession ..."
"fig-mech-geo-us-china-by-section","/chapters/mech-geography/","PWAreaChart","","Annual count of US patents co-invented with Chinese inventors, disaggregated by CPC section. All CPC sections have grown over time, though growth rates moderated across some technology areas in recent years."
"fig-mech-geo-citation-localization","/chapters/mech-geography/","PWLineChart","chapter22/citation_localization.json","The figure displays the share of citation pairs where both the citing and cited patents originate from the same country, tracked over successive 5-year periods. Despite the substantial increase in international collaboration documented elsewhere, ..."
"fig-collaboration-inventor-network","/chapters/mech-inventors/","PWNetworkGraph","chapter3/network_metrics_by_decade.json; chapter5/bridge_centrality.json; chapter5/inventor_collaboration_network.json","Co-invention network among inventors with significant collaboration ties. Edges represent shared patents; node size indicates total patent count. The network is more fragmented than the organizational co-patenting network, with many small, tightly..."
"fig-collaboration-network-metrics","/chapters/mech-inventors/","PWLineChart","chapter5/inventor_collaboration_network.json","Summary statistics of the inventor collaboration network by decade. Average degree measures the typical number of co-inventors per active inventor. Both metrics exhibit sustained increases, indicating a progressively more collaborative innovation ..."
"fig-collaboration-talent-flows","/chapters/mech-inventors/","PWSankeyDiagram","chapter3/bridge_inventors.json","Movement of inventors between top patent-filing organizations, based on consecutive patents with different assignees (gap of 5 years or fewer). Blue nodes indicate net talent importers; red nodes indicate net exporters. The bidirectional nature of..."
"fig-net-talent-flow-summary","/chapters/mech-inventors/","DataTable","","Inventor mobility is inferred from tracking disambiguated inventor IDs across sequential patent assignments, not from HR data. Net flow is the difference between inventors entering and leaving each organization."
"fig-geography-inventor-mobility-trend","/chapters/mech-inventors/","PWLineChart","company/talent_flows.json","The figure displays the percentage of patents filed by inventors who relocated from a different state or country since their previous patent. Both domestic (interstate) and international mobility rates exhibit upward trends over the study period."
"fig-geography-state-flows","/chapters/mech-inventors/","PWBarChart","","The figure displays the most common state-to-state inventor moves, based on sequential patents filed from different states. California-linked corridors dominate, reflecting the state's role as the primary hub for inventor talent flows."
"fig-geography-global-flows","/chapters/mech-inventors/","PWWorldFlowMap","chapter4/inventor_state_flows.json","The map displays global inventor migration flows between countries, with arc width representing the volume of moves and country shading indicating total inventor movement. The United States emerges as the central node, connecting East Asian, Europ..."
"fig-international-talent-sankey","/chapters/mech-inventors/","PWSankeyDiagram","","Inventor mobility is inferred by tracking disambiguated inventor IDs that appear on patents filed from different countries on sequential patent filings. This approach captures cross-border knowledge transfer but may overcount moves by prolific int..."
"fig-inventor-mobility-event-overall","/chapters/mech-inventors/","PWLineChart","chapter4/inventor_country_flows.json; chapter5/inventor_collaboration_network.json","Event-study design tracking inventor citation impact from t-5 to t+5 around a firm move. The shaded band represents the 95% confidence interval. The dip at t=0 reflects the disruption of changing organizational context; the recovery by t+2 suggest..."
"fig-inventor-mobility-event-direction","/chapters/mech-inventors/","PWLineChart","chapter5/inventor_collaboration_network.json; chapter5/inventor_mobility_event_study.json","Event-study results stratified by the direction of the move relative to firm quality (measured by mean citation impact). Moves to higher-quality firms show the largest post-move gains, while moves to lower-quality firms exhibit a more muted recove..."
"fig-bridge-centrality","/chapters/mech-inventors/","PWBarChart","chapter5/inventor_mobility_event_study.json","Network Position and Citation Impact Among Top Inventors"
"fig-mech-inventors-intl-mobility-rate","/chapters/mech-inventors/","PWLineChart","chapter5/bridge_centrality.json","The figure displays the share of active patent inventors who filed from a different country than their previous patent, aggregated in 5-year windows. The decline in the mobility rate from ~20% in the early periods to ~9% in the 2020s may reflect t..."
"fig-mech-inventors-top-mobility-flows","/chapters/mech-inventors/","PWBarChart","","The figure displays the top 20 unidirectional inventor migration corridors, measured by the number of inventors who filed sequential patents from different countries. The US-China corridor dominates with 52,143 moves from US to China and 48,791 fr..."
"fig-mech-org-exploration-score","/chapters/mech-organizations/","PWLineChart","","Composite exploration score and its three components (technology newness, citation newness, external sourcing) for the selected firm by year."
"fig-mech-org-exploration-share","/chapters/mech-organizations/","PWAreaChart","","Share of the selected firm's annual patents classified as exploratory, ambidextrous, or exploitative, shown as a 100% stacked area."
"fig-mech-org-exploration-trajectories","/chapters/mech-organizations/","PWSmallMultiples","chapter20/citation_category_distribution.json","Each panel shows one firm's exploration share (% of patents classified as exploratory) over time. Firms are sorted by most recent exploration share, descending. Exploration is defined as a composite score above 0.6 based on technology newness, cit..."
"fig-mech-org-exploration-decay","/chapters/mech-organizations/","PWSmallMultiples","chapter3/firm_collaboration_network.json; chapter5/exploration_exploitation_trajectory.json; company/corporate_citation_network.json; company/firm_exploration_lifecycle.json; company/firm_exploration_scores.json; company/firm_exploration_trajectories.json","Each panel shows one firm's average exploration score by years since entry into a new CPC subclass. Dashed gray = system-wide average. The typical firm's exploration score falls sharply within 5 years, but the rate of decay varies considerably acr..."
"fig-mech-org-ambidexterity","/chapters/mech-organizations/","PWBubbleScatter","company/firm_exploration_lifecycle.json","Ambidexterity index versus blockbuster rate for top-50 assignees across 5-year windows, measuring whether balanced firms produce more high-impact patents."
"fig-mech-org-firm-gini","/chapters/mech-organizations/","PWSmallMultiples","","Each panel shows one firm's citation Gini coefficient by year (top 20 firms by recent Gini). Higher values indicate more concentrated citation impact within the firm's patent portfolio."
"fig-mech-org-firm-network","/chapters/mech-organizations/","PWNetworkGraph","","Co-patenting network among organizations with significant collaboration ties. Node size represents total patent count; edge width indicates the number of shared patents. The network exhibits dense intra-industry clustering with sparse inter-indust..."
"fig-mech-org-corporate-citation-flows","/chapters/mech-organizations/","PWChordDiagram","","Directed citation flows between the most prolific patent filers. Arc size represents total citations; ribbon width indicates flow volume. Certain firms function primarily as knowledge producers (heavily cited yet citing few peers), whereas others ..."
"fig-mech-org-exploration-trajectory","/chapters/mech-organizations/","PWTrajectoryScatter","","Each point represents one firm in one 5-year window. The x-axis measures the exploration index (cosine distance from the firm's prior CPC centroid), while the y-axis measures the self-citation rate. Arrows connect successive periods for each firm,..."
"fig-mech-org-citation-category-distribution","/chapters/mech-organizations/","PWBarChart","","The figure displays the distribution of patent citation references by category. Applicant-cited references (56.0%) constitute the majority of all citations, followed by examiner-cited (24.3%) and cited by other (19.7%). The distinction between app..."
"fig-org-profiles-annual-output","/chapters/org-company-profiles/","PWBarChart","company/company_profiles.json","Utility patents granted per year for the selected company. Annual patent counts indicate growth phases, strategic shifts, and the influence of economic cycles on corporate R&D output."
"fig-org-profiles-cpc-distribution","/chapters/org-company-profiles/","PWAreaChart","company/company_profiles.json","CPC section distribution over time illustrating how the company's technology focus has evolved. Shifts in the distribution signal strategic pivots."
"fig-org-profiles-citations","/chapters/org-company-profiles/","PWLineChart","company/company_profiles.json","Median 5-year forward citations per patent over time. Citation trends indicate whether a company's patents are becoming more or less influential."
"fig-org-profiles-team-size","/chapters/org-company-profiles/","PWLineChart","company/company_profiles.json","Average team size (left axis) and total active inventors (right axis) over time. Growing team sizes alongside expanding inventor pools suggest increasing R&D investment."
"fig-org-profiles-cpc-breadth","/chapters/org-company-profiles/","PWLineChart","company/company_name_mapping.json; company/company_profiles.json","Number of distinct CPC subclasses with patent activity each year. Rising CPC breadth indicates diversification across more technology domains."
"fig-org-profiles-tech-evolution","/chapters/org-company-profiles/","PWAreaChart","company/company_name_mapping.json","CPC technology section shares by 5-year period. The chart illustrates how the selected organization's innovation portfolio has evolved across technology domains."
"fig-org-profiles-quality-fan","/chapters/org-company-profiles/","PWFanChart","",""
"fig-org-profiles-blockbuster-dud","/chapters/org-company-profiles/","PWLineChart","",""
"fig-org-profiles-claims-distribution","/chapters/org-company-profiles/","PWFanChart","",""
"fig-org-profiles-strategy","/chapters/org-company-profiles/","PWRadarChart","company/company_profiles.json","Eight-dimensional strategy profile comparing selected companies, with all dimensions normalized to a 0-100 scale. Divergent profiles indicate distinct strategic orientations."
"fig-org-profiles-grant-lag","/chapters/org-company-profiles/","PWLineChart","",""
"fig-org-profiles-annual-patents-speed","/chapters/org-company-profiles/","PWBarChart","","Patent count per year provides context for grant lag trends: rising volume with stable lag suggests efficient prosecution."
"fig-org-composition-assignee-types","/chapters/org-composition/","PWAreaChart","chapter3/assignee_types_per_year.json","Share of utility patents by assignee category (primary assignee), 1976-2025. Corporate entities have progressively expanded their share, while individual inventors and government entities have declined proportionally."
"fig-org-composition-domestic-vs-foreign","/chapters/org-composition/","PWLineChart","chapter3/assignee_types_per_year.json","Patent grants by US-based versus foreign-based primary assignees, 1976-2025. Foreign assignees surpassed US-based assignees around 2007 and now account for 51-56% of grants in the 2020s."
"fig-org-composition-non-us-assignees","/chapters/org-composition/","PWAreaChart","chapter3/top_assignees.json","Annual patent grants by primary assignee country/region, 1976-2025. Categories: United States, Japan, South Korea, China, Germany, Rest of Europe, Rest of World. The stacked area chart reveals sequential waves of international entry into the US pa..."
"fig-org-composition-filing-route","/chapters/org-composition/","PWAreaChart","chapter3/domestic_vs_foreign.json","Share of US patent grants by filing route over time. The PCT route, introduced in 1978, has steadily displaced direct foreign filings as the preferred international prosecution pathway, rising from 0% in 1980 to 22.2% in 2024."
"fig-org-composition-law-firm-concentration","/chapters/org-composition/","PWLineChart","chapter3/assignee_types_per_year.json; chapter8/filing_route_over_time.json","Market concentration among patent prosecution firms, measured by the share of patents handled by the top 4 (CR4) and top 10 (CR10) firms. Both ratios have declined substantially since the mid-1990s, indicating a more fragmented prosecution market."
"fig-org-composition-top-law-firms","/chapters/org-composition/","PWBarChart","chapter3/assignee_types_per_year.json","Patent prosecution law firms ranked by total patents handled across all years. Firms specializing in Japanese and Korean client portfolios (such as Sughrue Mion, Birch Stewart) rank among the largest, reflecting the influence of foreign assignees ..."
"fig-org-patent-count-top-assignees","/chapters/org-patent-count/","PWLollipopChart","chapter3/top_assignees.json","Organizations ranked by total utility patents granted, 1976-2025. Japanese and Korean firms occupy a majority of the top positions alongside US-based technology firms."
"fig-org-patent-count-design-top-filers","/chapters/org-patent-count/","PWBarChart","chapter3/top_assignees.json; chapter3/top_orgs_over_time.json","The figure displays the organizations with the most design patents granted across all years. Consumer electronics firms and consumer brands account for the majority of top design patent filers."
"fig-org-patent-count-concentration","/chapters/org-patent-count/","PWLineChart","chapter3/top_assignees.json","Share of all corporate patents held by the top 10, 50, and 100 organizations, by 5-year period. The relative stability of these concentration ratios across decades suggests persistent structural features of the patent system."
"fig-org-patent-count-org-output-trends","/chapters/org-patent-count/","PWLineChart","chapter3/top_assignees.json","Annual patent grants for the 10 historically top-ranked organizations, 1976-2025. The data reveal divergent trajectories, with certain firms exhibiting sustained growth and others demonstrating gradual decline over the five-decade period."
"fig-blockbuster-lorenz","/chapters/org-patent-count/","PWLorenzCurve","company/corporate_mortality.json","Blockbuster Patents Have Become More Evenly Distributed Across Organizations Over Time"
"fig-org-patent-count-continuation-share","/chapters/org-patent-count/","PWBarChart","","Firms ranked by the share of their patent portfolio consisting of continuation or continuation-in-part filings. Huawei leads at 80.9%, followed by AT&T (52.4%) and Semiconductor Energy Laboratory (50.7%). The wide variation reflects fundamentally ..."
"fig-patent-portfolio-competitive-proximity","/chapters/org-patent-portfolio/","PWScatterChart","chapter7/corp_diversification.json; company/portfolio_overlap.json","Each point represents a company-decade observation; proximity reflects similarity in CPC subclass distributions, and color indicates industry group. Industry labels are assigned using a rule-based heuristic on each company's dominant CPC section a..."
"fig-patent-portfolio-diversification","/chapters/org-patent-portfolio/","PWLineChart","chapter7/corp_diversification.json; company/portfolio_diversification_b3.json; company/portfolio_overlap.json","Shannon entropy across CPC subclasses over time for the 10 most diversified patent filers. The data indicate that technology conglomerates maintain the highest portfolio diversity, while pharmaceutical firms tend toward focused specialization."
"fig-patent-portfolio-corp-diversification","/chapters/org-patent-portfolio/","PWBarChart","company/portfolio_diversification_b3.json","The figure displays the distribution of patent grants across CPC technology sections for the ten largest patent holders in the 2001-2025 period. IBM and Samsung exhibit the broadest portfolio diversification, spanning physics, electricity, and che..."
"fig-patent-portfolio-pivot-detection","/chapters/org-patent-portfolio/","PWBarChart","","Jensen-Shannon divergence between consecutive 3-year windows. Higher values indicate larger shifts in technology portfolio composition. Pivots are flagged when JSD exceeds the 95th percentile of each company's own distribution. Spikes correspond t..."
"fig-patent-portfolio-wipo-diversity","/chapters/org-patent-portfolio/","PWBarChart","chapter7/corp_diversification.json","Firms ranked by Shannon entropy computed across 35 WIPO technology fields. Higher entropy indicates a more evenly distributed portfolio across technology domains. Government and industrial conglomerates lead, while telecommunications and semicondu..."
"fig-org-patent-quality-quality-scatter","/chapters/org-patent-quality/","PWBubbleScatter","","Each bubble represents one of the top 50 assignees in the decade 2010-2019. X-axis: share of patents in the top 1% of their year x CPC section cohort. Y-axis: share of patents receiving zero 5-year forward citations. Bubble size: total patents. Co..."
"fig-org-patent-quality-quality-fan","/chapters/org-patent-quality/","PWFanChart","",""
"fig-org-patent-quality-blockbuster-dud","/chapters/org-patent-quality/","PWLineChart","",""
"fig-org-patent-quality-citation-impact","/chapters/org-patent-quality/","PWBarChart","chapter3/firm_citation_impact.json; chapter9/self_citation_by_assignee.json; company/firm_quality_distribution.json; computed/quality_by_company.json","Average and median forward citations per patent for major patent holders, limited to patents granted through 2020 to allow for citation accumulation. Organizations with large average-to-median ratios exhibit skewed citation distributions indicativ..."
"fig-org-patent-quality-self-citation-by-assignee","/chapters/org-patent-quality/","PWBarChart","company/firm_quality_scatter.json","The figure displays the fraction of all backward citations that are self-citations (citing the same assignee's earlier patents), for the 20 most-cited assignees. Canon (47.6%), TSMC (38.4%), and Micron (25.3%) exhibit the highest self-citation rat..."
"fig-org-patent-quality-citation-half-life","/chapters/org-patent-quality/","PWBarChart","chapter9/self_citation_by_assignee.json","Years until a firm's patents accumulate 50% of their total forward citations. Only patents 15 or more years old are included to ensure a complete citation window. Pharmaceutical and chemical firms demonstrate longer half-lives, whereas electronics..."
"fig-org-patent-quality-fwd-citations-by-company","/chapters/org-patent-quality/","PWLineChart","company/citation_half_life.json","Average 5-year forward citations per patent for the five most prolific assignees, plotted annually from 1976 to the most recent complete citation window. Declining averages across all firms reflect system-wide citation dilution as the patent popul..."
"fig-org-patent-quality-claims-by-company","/chapters/org-patent-quality/","PWLineChart","company/citation_half_life.json","Average number of claims per patent for the five most prolific assignees, plotted annually. Rising claim counts reflect a system-wide trend toward broader patent drafting, with notable firm-level variation."
"fig-org-patent-quality-originality-by-company","/chapters/org-patent-quality/","PWLineChart","company/citation_half_life.json","Average originality score for the five most prolific assignees, plotted annually. Originality measures the diversity of technology classes cited by each patent's backward references, with higher values indicating broader knowledge sourcing."
"fig-org-patent-quality-grant-lag-by-company","/chapters/org-patent-quality/","PWLineChart","company/citation_half_life.json","Average grant lag (days from application filing to patent grant) for the five most prolific assignees, plotted annually. The rise and subsequent decline reflect USPTO examination backlog dynamics and procedural reforms."
"fig-org-patent-quality-npl-by-firm","/chapters/org-patent-quality/","PWBarChart","company/citation_half_life.json","Firms ranked by average non-patent literature (NPL) citations per patent. Apple (35.9), Microsoft Technology Licensing (21.5), and Semiconductor Energy Laboratory (21.2) lead, reflecting deep connections between corporate R&D and the scientific li..."
"fig-org-patent-quality-foreign-cite-by-firm","/chapters/org-patent-quality/","PWBarChart","chapter3/firm_citation_impact.json","Firms ranked by the share of their backward patent citations directed to foreign (non-US) patents. Huawei (78.3%), Toyota (63.2%), and LG Electronics (61.0%) lead, consistent with their non-US headquarter locations and reliance on international pr..."
"fig-quantum-patents-annual-count","/chapters/quantum-computing/","PWLineChart","quantum/quantum_per_year.json","Annual count of utility patents classified under quantum computing-related CPC codes, 1990-2025. The most prominent pattern is the sharp acceleration beginning around 2018, coinciding with advances in superconducting qubit hardware and Google's qu..."
"fig-quantum-patents-share","/chapters/quantum-computing/","PWLineChart","quantum/quantum_per_year.json","Percentage of all utility patents classified under quantum computing-related CPC codes. The upward trend, while starting from a very low base, indicates a genuine reallocation of inventive effort toward quantum technologies."
"fig-quantum-entrant-incumbent","/chapters/quantum-computing/","PWAreaChart","","Entrants are assignees filing their first quantum computing patent in a given year. Incumbents had at least one prior-year patent. Grant year shown."
"fig-quantum-patents-subfields","/chapters/quantum-computing/","PWAreaChart","","Patent counts by quantum computing subfield over time. The data reveal a shift from theoretical algorithm patents toward physical realizations and error correction, reflecting the field's maturation from theory to engineering."
"fig-quantum-patents-top-assignees","/chapters/quantum-computing/","PWBarChart","","Organizations ranked by total quantum computing patents, 1990-2025. The data indicate strong concentration among a handful of large technology firms that have made significant investments in quantum hardware and software."
"fig-quantum-semi-dependence","/chapters/quantum-computing/","PWBarChart","quantum/quantum_quality_bifurcation.json","Prior semiconductor experience measured by whether the assignee filed at least one H01L/H10 patent before their first quantum computing patent. Declining share suggests quantum is attracting new entrants from software and cloud computing rather th..."
"fig-quantum-patents-org-rankings","/chapters/quantum-computing/","PWRankHeatmap","","Annual ranking of the top 15 organizations by quantum computing patent grants, 2005-2025. Darker cells indicate higher rank (more patents). The data reveal rapid reshuffling as firms scaled quantum research programs following hardware breakthroughs."
"fig-quantum-patents-top-inventors","/chapters/quantum-computing/","PWBarChart","quantum/quantum_assignee_type.json; quantum/quantum_geography.json","Primary inventors ranked by total quantum computing patents. The distribution exhibits pronounced concentration, reflecting the highly specialized nature of quantum computing research and the small size of the global quantum workforce."
"fig-quantum-patents-by-country","/chapters/quantum-computing/","PWBarChart","quantum/quantum_top_inventors.json","Countries ranked by total quantum computing patents based on primary inventor location. The United States maintains a substantial lead, while the presence of Canada, Japan, China, and Israel reflects the global nature of quantum research investment."
"fig-quantum-patents-by-state","/chapters/quantum-computing/","PWBarChart","quantum/quantum_top_inventors.json","US states ranked by total quantum computing patents based on primary inventor location. The clustering of quantum innovation in California, New York, and a few other states reflects the location of major corporate research labs and university quan..."
"fig-quantum-patents-quality","/chapters/quantum-computing/","PWLineChart","quantum/quantum_entrant_incumbent.json; quantum/quantum_top_inventors.json","Average claims, backward citations, and technology scope for quantum computing patents by year. Technology scope peaked around 2020 before declining, suggesting that after a period of broadening interdisciplinarity, quantum patents have become mor..."
